"cts_urn","abbv","title"
"tlg0559.tlg004","Mechan.fr.","Mechanicorum fragmenta"
"tlg0559.tlg005","Catopt.","Catoptrica"
"tlg0559.tlg006","Metr.","Metrica"
"tlg0559.tlg007","Diop.","Dioptra"
"tlg0559.tlg010","Stereom.","Stereometrica"
"tlg0559.tlg011","mensur.","De mensuris"
"tlg0559.tlg012","Belop.","Belopoeica"
"tlg0559.tlg014","Fr.Heron.","Fragmenta Heroniana"
"tlg0559.tlg015","Geod.","Geodaesia [Sp.]"
"tlg0559.tlg016","geepon.","Liber geeponicus [Sp.]"
"tlg0560.tlg001","Subl.","On the Sublime"
"tlg0561.tlg001","Daphn.","Daphnis and Chloe"
"tlg0562.tlg001","Ipsum","Ad Se Ipsum"
"tlg0563.tlg001","Dialex.","Dialexeis"
"tlg0564.tlg001","ren.vesic.","De renum et vesicae affectionibus"
"tlg0565.tlg001","Gynaec.","Gynaeciorum Libri IV"
"tlg0565.tlg002","sign.Fract.","De signis Fracturarum"
"tlg0565.tlg003","Fasci.","De Fasciis"
"tlg0565.tlg004","Vit.Hipp.","Vita Hippocratis"
"tlg0572.tlg001","fr.","Fragmenta"
"tlg0575.tlg001","Sentent.","Sententiae"
"tlg0575.tlg002","Hypothec.","Hypothecae"
"tlg0579.tlg010","fr.","Fragmenta"
"tlg0580.tlg001","Mirab.","Mirabilia de aquis"
"tlg0591.1st1K001","Ajax","Ajax"
"tlg0591.1st1K002","Odys.","Odysseus"
"tlg0592.tlg001","Progym.","Progymnasmata [Dub.]"
"tlg0592.tlg002","stas.","Περὶ στάσεων"
"tlg0592.tlg003","heures.","Περὶ εὑρέσεως [Sp.]"
"tlg0592.tlg004","id.log.","Περὶ ἰδεῶν λόγου"
"tlg0592.tlg005","meth.dein.","Περὶ μεθόδου δεινότητος [Sp.]"
"tlg0593.1st1K001","enc.Hel.","Encomium of Helen"
"tlg0593.1st1K002","Apol.Palam.","Defense of Palamedes"
"tlg0606.tlg001","Ars.rhet.","Ars rhetorica"
"tlg0607.tlg001","Progymn.","Προγυμνάσματα"
"tlg0609.tlg001","trop.","De tropis"
"tlg0610.perseus002","Sophist.","Peri Sophiston"
"tlg0610.tlg001","Odys.","Odysseus"
"tlg0612.tlg001","Orat.","Orationes"
"tlg0613.tlg001","Elocut.","Libro de Elocutione"
"tlg0614.tlg001","Fab.Aes.","Fabulae Aesopeae"
"tlg0615.tlg001","Eth.Nic.com.","In Ethica Nichomachea Commentaria"
"tlg0616.tlg001","Strateg.","Strategemata"
"tlg0616.tlg002","Exc.Poly.","Excerpta Polyaeni"
"tlg0618.tlg001","ep.","Epistula"
"tlg0620.tlg002","fr.","Fragmenta"
"tlg0623.tlg001","ep.","Epistulae"
"tlg0626.tlg002","fr.","Fragmenta"
"tlg0627.tlg001","prisc.med.","De prisca medicina"
"tlg0627.tlg002","Aer.","De aere, aquis, locis"
"tlg0627.tlg003","Prognost.","Prognosticon"
"tlg0627.tlg004","diaet.morb.","De diaeta in morbis acutis"
"tlg0627.tlg005","Acut. Sp.","De diaeta acutorum (spurium)"
"tlg0627.tlg006","Epidem.","Epidemiarum"
"tlg0627.tlg007","cap.vuln.","De capitis vulneribus"
"tlg0627.tlg008","offic.med.","De officina medici"
"tlg0627.tlg009","fract.","De fracturis"
"tlg0627.tlg010","articul.","De articulis"
"tlg0627.tlg011","Vect.","Vectiarius"
"tlg0627.tlg012","Aphor.","Aphorismi"
"tlg0627.tlg013","Iusiud.","Iusiurandum"
"tlg0627.tlg014","Lex","Lex"
"tlg0627.tlg015","humor.","De humoribus"
"tlg0627.tlg016","Prorrh.","Prorrheticon I"
"tlg0627.tlg017","Coa.","Coa praesagia"
"tlg0627.tlg018","art.","De arte"
"tlg0627.tlg019","nat.hom.","De natura hominis"
"tlg0627.tlg020","salub.","De salubri diaeta"
"tlg0627.tlg021","flat.","De flatibus"
"tlg0627.tlg022","liquid.","De liquidorum usu"
"tlg0627.tlg023","Epid.","De morbis i-iii"
"tlg0627.tlg024","genit.","De genitura"
"tlg0627.tlg024a","genit.","De genitura"
"tlg0627.tlg024b","nat.puer.","De natura pueri"
"tlg0627.tlg025","affec.","De affectionibus"
"tlg0627.tlg026","loc.hom.","De locis in homine"
"tlg0627.tlg027","morb.sacr.","De morbo sacro"
"tlg0627.tlg028","ulcer.","De ulceribus"
"tlg0627.tlg029","haem.","De haemorrhoidibus"
"tlg0627.tlg030","fistul.","De fistulis"
"tlg0627.tlg031","diaet.","De diaeta"
"tlg0627.tlg032","aff.int.","De affectionibus interioribus"
"tlg0627.tlg033","nat.mul.","De natura muliebri"
"tlg0627.tlg035","oct.part.","De octimestri partu"
"tlg0627.tlg036","mulieb.","De muliebribus"
"tlg0627.tlg037","virg.morb.","De virginum morbis"
"tlg0627.tlg038","superfoet.","De superfoetatione"
"tlg0627.tlg039","exsec.foet.","De exsectione foetus"
"tlg0627.tlg040","anat.","De anatomia"
"tlg0627.tlg041","dent.","De dentitione"
"tlg0627.tlg042","gland.","De glandulis"
"tlg0627.tlg043","carn.","De carnibus"
"tlg0627.tlg045","cord.","De corde"
"tlg0627.tlg046","Alim.","De alimento"
"tlg0627.tlg047","vis.","De visu"
"tlg0627.tlg048","nat.oss.","De natura ossium"
"tlg0627.tlg049","medic.","De medico"
"tlg0627.tlg050","habit.dec.","De habitu decenti"
"tlg0627.tlg051","Praec.","Praeceptiones"
"tlg0627.tlg052","cris.","De crisibus"
"tlg0627.tlg053","dieb.crit.","De diebus criticis"
"tlg0627.tlg055","ep.decr.orat.","Epistulae, Decretum, Orationes"
"tlg0628.tlg001","diss.Luc.dig.","Dissertationum a Lucio digestarum reliquiae"
"tlg0628.tlg002","fr.min.","Fragmenta minora"
"tlg0628.tlg003","ep.spur.","Epistulae spuriae"
"tlg0629.tlg001","ep.","Epistulae"
"tlg0632.tlg002","ep.","Epistulae"
"tlg0633.tlg001","Ep.Hipp.","Epistula ad Hipparchum"
"tlg0634.tlg001","fr.","Fragmenta"
"tlg0636.tlg001","ep.","Epistulae"
"tlg0637.tlg001","ep.","Epistulae"
"tlg0638.tlg001","Apol.Ty.","Life of Apollonius of Tyana"
"tlg0638.tlg003","Vit.Soph.","Lives of the Sophists"
"tlg0638.tlg004","Heroic.","Heroicus"
"tlg0638.tlg005","Nero","Nero"
"tlg0638.tlg006","ep.dial.","Epistulae et dialexeis"
"tlg0639.tlg001","ep.","Epistula"
"tlg0640.tlg001","ep.","Epistulae"
"tlg0641.tlg001","Ephes.","Ephesiaca"
"tlg0643.opp003","Iatric.fr.","Iatrica Fragmenta Reliqua"
"tlg0643.tlg001","Iatric.","Iatrica"
"tlg0643.tlg002","Anon.Londin.","Anonymus Londinensis Fragmenta"
"tlg0644.tlg001","Hist.Animal.","Historiae Animalium Epitome"
"tlg0645.tlg001","Apol.I","Apologia I"
"tlg0645.tlg002","Apol.II","Apologia secunda"
"tlg0645.tlg003","dial.","Dialogue with Trypho"
"tlg0646.tlg004","Ep.Diog.","Epistula ad Diognetum"
"tlg0647.tlg001","Excid.","The Taking of Ilios"
"tlg0648.tlg001","Strateg.","Strategicus"
"tlg0649.tlg002","Protrep.A","Protrepticus A"
"tlg0649.tlg003","Protrep.B","Protrepticus B"
"tlg0652.tlg001","Imag.","Imagines"
"tlg0653.tlg001","Phaen.","Phaenomena"
"tlg0655.tlg001","Nar.Amator.","Narrationes Amatoriae"
"tlg0656.tlg001","mater.med.","De materia medica"
"tlg0656.tlg002","Eupor.simplic.","Euporista vel De simplicibus medicinis"
"tlg0657.tlg001","fr.","Fragmenta"
"tlg0658.tlg001","Aeth.","Aethiopica"
"tlg0666.tlg001","Declam.","Declamatio"
"tlg0671.tlg001","venen.animal.","De venenatis animalibus eorumque remediis"
"tlg0676.tlg001","c.suffus.","Adversus suffusiones incipientes"
"tlg0693.tlg001","epit.doct.Plat.","Epitome doctrinae Platonicae sive Διδασκαλικός"
"tlg0693.tlg002","Intr.Plat.","Introductio in Platonem"
"tlg0708.tlg001","hom.diaph.","περὶ ὁμοίων καὶ διαφόρων λέξεων"
"tlg0719.tlg001","SA","De causis et signis acutorum morborum libri duo"
"tlg0719.tlg002","SD","De causis et signis diuturnorum morborum libri duo"
"tlg0719.tlg003","CA","De curatione acutorum morborum libri duo"
"tlg0719.tlg004","CD","De curatione diuturnorum morborum libri duo"
"tlg0731.tlg001","physiognom.","Physiognomonica"
"tlg0731.tlg003","physiogn.epit.","Physiognomonica (epitome Matritensis)"
"tlg0732.tlg001","mixt.","De mixtione"
"tlg0732.tlg003","febri.","De febribus [Sp.]"
"tlg0732.tlg004","Arist.metaphys.","In Aristotelis Metaphysica Commentaria"
"tlg0732.tlg005","Arist.Analyt.","In Aristotelis Analyticorum Priorum Librum I Commentarium"
"tlg0732.tlg006","Arist.topic.","In Aristotelis Topicorum Libros Octo Commentaria"
"tlg0732.tlg007","Sens.com.","In Librum De Sensu Commentarium"
"tlg0732.tlg008","Arist.meteor.","In Aristotelis Meteorologicorum Libros Commentaria"
"tlg0732.tlg010","anim.","De anima"
"tlg0732.tlg011","anim.mantis.","De anima libri mantissa"
"tlg0732.tlg012","Qu.","Quaestiones"
"tlg0732.tlg013","Problem.ethic.","Ἠθικὰ προβλήματα [Sp.]"
"tlg0732.tlg014","fat.","De fato"
"tlg0732.tlgX01","Arist.Soph.El.Com.","In Aristotelis Sophisticos Elenchos Commentarius [Sp.]"
"tlg0733.tlg001","qu.medic.probl.","Quaestiones medicae et problemata physica"
"tlg0751.tlg005","lapid.act.","Ἑρμηνεία περὶ ἐνεργῶν λίθων"
"tlg0751.tlg034","septim.part.","De septimestri partu"
"tlg1118.tlg003","lapid.","De lapidibus"
"tlg1126.tlg003","fr.","Fragmenta"
"tlg1129.tlg001","barbar.","De barbarismo et soloecismo"
"tlg1131.tlg001","Avirc.","Ad Avircium Marcellum contra Cataphrygas"
"tlg1134.tlg001","fr.","Fragmenta"
"tlg1146.tlg001","test.fr.","Testimonia et Fragmenta"
"tlg1147.tlg003","fr.","Fragmenta"
"tlg1181.tlg001","magnit.dist.sol.","De magnitudinibus et distantiis solis et lunae"
"tlg1188.tlg002","fr.","Fragmenta"
"tlg1193.tlg001","Test.fr.","Testimonia et Fragmenta"
"tlg1194.tlg001","signi.Odys.","De signis Odysseae"
"tlg1205.tlg001","leg.","Legatio sive Supplicatio pro Christianis"
"tlg1205.tlg002","res.","De Resurrectione"
"tlg1210.tlg001","Sphaer.","De Sphaera Quae Movetur"
"tlg1210.tlg002","Ort.Occas.","De Ortibus et Occasibus"
"tlg1216.tlg001","ep.Barn.","Barnabae epistula"
"tlg1220.tlg001","Batrach.","Batrachomyomachia"
"tlg1247.tlg001","Cebet.tab.","Cebetis tabula"
"tlg1252.tlg002","Cert.Hom.Hes.","Certamen Homeri et Hesiodi"
"tlg1264.tlg001","Logic.Phys.fr.","Fragmenta Logica et Physica"
"tlg1264.tlg002","moral.fr.","Fragmenta Moralia"
"tlg1264.tlg003","carm.Hom.fr.","Fragmenta quae ad explicationem carminum Homericorum pertinent"
"tlg1264.tlg004","singul.fr.","Fragmenta ad singulos libros relata"
"tlg1269.tlg002","Test.fr.","Testimonia et Fragmenta"
"tlg1271.tlg001","1Clem.","Epistula I ad Corinthios"
"tlg1271.tlg002","2Clem.","Epistula II ad Corinthios"
"tlg1271.tlg003","Pet.ep.Jas.","Epistula Petri ad Jacobum [Sp.]"
"tlg1271.tlg004","Cont.","Contestatio [Sp.]"
"tlg1271.tlg005","Clem.ep.Jas.","Epistula Clementis ad Jacobum [Sp.]"
"tlg1271.tlg006","Hom.","Homiliae [Sp.]"
"tlg1271.tlg010","virg.ep.","Epistulae de virginitate [Sp.]"
"tlg1271.tlg011","Pseudo‑Clementina (epitome altera auctore Symeone Metaphrasta) [Sp.]",""
"tlg1271.tlg012","Pseudo‑Clementina (epitome de gestis Petri praemetaphrastica) [Sp.]",""
"tlg1272.tlg001","mot.circ.","De motu circulari corporum caelestium"
"tlg1286.tlg001","Poim","Poimandres"
"tlg1286.tlg002","Dial.","Dialogus (sine titulo)"
"tlg1286.tlg003","serm.sacerd.","Hieros logos"
"tlg1286.tlg004","Tat.vas.","Πρὸς Τάτ ὁ κρατήρ ἡ μονάς"
"tlg1286.tlg005","Tat.deus.invis.","Πρὸς Τὰτ υἱόν ὅτι ἀφανὴς θεὸς φανερώτατός ἐστιν"
"tlg1286.tlg006","uno.Deo.","Ὅτι ἐν μόνῳ τῷ θεῷ τὸ ἀγαθόν ἐστιν, ἀλλαχόθι δὲ οὐδαμοῦ"
"tlg1286.tlg007","max.mal.","Ὅτι μέγιστον κακὸν ἐν ἀνθρώποις ἡ περὶ τοῦ θεοῦ ἀγνωσία"
"tlg1286.tlg008","nhil.mut.","Ὅτι οὐδὲν τῶν ὄντων ἀπόλλυται, ἀλλὰ τὰς μεταβολὰς ἀπωλείας καὶ θανάτους πλανώμενοι λέγουσιν"
"tlg1286.tlg009","Περὶ νοήσεως καὶ αἰσθήσεως. [ὅτι ἐν μόνῳ τῷ θεῷ τὸ καλὸν καὶ ἀγαθόν ἐστιν, ἀλλαχόθι δὲ οὐδαμοῦ]",
"tlg1286.tlg010","Clavis","Κλείς"
"tlg1286.tlg011","ment.Herm.","Νοῦ πρὸς Ἑρμῆν"
"tlg1286.tlg012","ment.comm.Tat","Περὶ νοῦ κοινοῦ πρὸς Τάτ"
"tlg1286.tlg013","fil.Tat.","Πρὸς τὸν υἱὸν Τὰτ ἐν ὄρει λόγος ἀπόκρυφος περὶ παλιγγενεσίας καὶ σιγῆς ἐπαγγελίας"
"tlg1286.tlg014","Asclep.","Ἀσκληπιῷ εὖ φρονεῖν"
"tlg1286.tlg016","Asclep.Ammon.","Ὅροι Ἀσκληπιοῦ πρὸς Ἄμμωνα βασιλέα"
"tlg1286.tlg017","dialog.","Dialogus (sine titulo)"
"tlg1286.tlg018","anim.pass.","Περὶ τῆς ὑπὸ τοῦ πάθους τοῦ σώματος ἐμποδιζομένης ψυχῆς"
"tlg1286.tlg020","fr.","Fragmenta"
"tlg1287.tlg001","fr.","Fragmenta"
"tlg1304.tlg002","fr.","Fragmenta"
"tlg1309.tlg001","fr.","Fragmenta"
"tlg1311.tlg001","Did.","Didache XII Apostolorum"
"tlg1319.tlg002","fr.","Fragmenta"
"tlg1320.tlg001","testim.fr.","Testimonia et Fragmenta"
"tlg1325.tlg001","ep.","Epistulae"
"tlg1329.tlg001","fr.","Fragmenta"
"tlg1337.tlg003","antiq.fr.","Fragmenta alia antiqua"
"tlg1347.tlg004","fr.","Fragmenta"
"tlg1367.tlg001","ep.","Epistulae"
"tlg1383.tlg001","Elem.astron.","Elementa astronomia"
"tlg1389.tlg001","lex.dec.orat.Att.","Lexicon in decem oratores Atticos"
"tlg1390.tlg004","fr.","Fragmenta"
"tlg1402.tlg001","enchrid.metr.","Enchridion de Metris"
"tlg1402.tlg002","intr.metr.","Introductio metrica"
"tlg1402.tlg003","poemat.","De poematis"
"tlg1402.tlg004","signi.","De Signis"
"tlg1402.tlg005","fr.","Fragmenta"
"tlg1409.opp003","Epit.RP.Athen.","Epitoma to Res Publica Atheniensium"
"tlg1414.tlg001","Alleg.","Allegoriae (= Quaestiones Homericae)"
"tlg1416.tlg007","divers.verb.","De diversis verborum significationibus (= Περὶ διαφόρους σημασίας κατ’ ἀλφάβητον) (epitome operis Herennii Philonis)"
"tlg1419.tlg001","Past.","The Shepherd of Hermas"
"tlg1431.tlg003","Arat.Eudox.","In Arati et Eudoxi phaenomena commentariorum libri iii"
"tlg1434.tlg004","fr.","Fragmenta"
"tlg1441.tlg001","Babylon.","Babyloniaca"
"tlg1443.tlg001","ep.vii","Epistulae vii genuinae"
"tlg1443.tlg002","ep.interp.sup.","Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.]"
"tlg1447.tlg001","adv.haer.","Libros quinque adversus haereses"
"tlg1447.tlg009","fr.Synod.ep.","Fragmenta Synodicae Epistulae"
"tlg1463.tlg001","Enoch.","Apocalypsis Enochi"
"tlg1482.tlg001","Cyran.","Cyranides"
"tlg1484.tlg001","mart.Poly","Martyrium Polycarpi"
"tlg1486.tlg001","Conv.Attic.","Convivium Atticum"
"tlg1486.tlg002","fr.","Fragmenta_urn:cts:greekLit:tlg1486.tlg002.1st1K-grc1"
"tlg1487.tlg001","princip.","Περὶ καταρχῶν"
"tlg1487.tlg002","princip.epit.","Περὶ καταρχῶν (epitome)"
"tlg1542.tlg001","fr.","Fragmenta"
"tlg1548.tlg001","fr.","Fragmenta"
"tlg1551.tlg001","Orac.","Oracula"
"tlg1551.tlg002","fr.","Fragmenta"
"tlg1553.tlg001","incred.","De Incredibilibus"
"tlg1562.tlg002","fr.","Fragmenta"
"tlg1595.tlg221","music.","De Musica Librorum Quae Exstant_urn:cts:greekLit:tlg1595.tlg221.1st1K-grc1"
"tlg1595.tlg370","Vol.Rhet.","Volumina Rhetorica"
"tlg1596.tlg002","fr.","Fragmenta"
"tlg1600.tlg001","Imag.","Imagines"
"tlg1602.tlg001","fr.","Fragmenta"
"tlg1617.tlg001","Declam.","Declamationes"
"tlg1622.tlg001","Ep.Philip.","Epistula ad Philippenses"
"tlg1626.tlg001","Synod.ep.fr.","Fragmentum Synodicae Epistulae"
"tlg1634.tlg002","fr.","Fragmenta"
"tlg1664.tlg001","fr.","Fragmenta"
"tlg1665.tlg001","reliq.plur.","Reliquiae plurium anonymorum"
"tlg1669.tlg004","fr.","Fragmenta"
"tlg1681.tlg001","ep.","Epistulae"
"tlg1692.tlg005","fr.","Fragmenta"
"tlg1699.tlg001","dokein","Περὶ τοῦ δοκεῖν καὶ τοῦ εἶναι"
"tlg1699.tlg002","autarc.","Περὶ αὐταρκείας"
"tlg1699.tlg003","fug.","Περὶ φυγῆς"
"tlg1699.tlg004","synkris.pen.plut.","Περὶ συγκρίσεως πενίας καὶ πλούτου"
"tlg1699.tlg005","synkris.pen.plut.","Περὶ συγκρίσεως πενίας καὶ πλούτου"
"tlg1699.tlg006","volutp.","Περὶ τοῦ μὴ εἶναι τέλος ἡδονήν"
"tlg1699.tlg007","circumst.","Περὶ περιστάσεων"
"tlg1699.tlg008","apath.","Περὶ ἀπαθείας"
"tlg1701.tlg001","T. Abr. A","Testamentum Abrahae (recensio A)"
"tlg1701.tlg002","T. Abr. B","Testamentum Abrahae (recensio B)"
"tlg1705.tlg001","ep.","Epistulae"
"tlg1719.tlg001","Spher.","Sphaerica"
"tlg1724.tlg001","util.math.","De utilitate mathematicae"
"tlg1725.tlg001","Autolyc.","Ad Autolycum"
"tlg1749.tlg001","Vit.Hesiod.","Vitae Hesiodi Particula"
"tlg1750.tlg001","proph.vit.Doroth.","De prophetarum vita et obitu (Dorothei recensio)"
"tlg1750.tlg002","proph.vit.anon.","De prophetarum vita et obitu (recensio anonyma)"
"tlg1750.tlg003","proph.vit.Hesych.","De prophetarum vita et obitu (recensio scholiis Hesychii aliorumque patrum in prophetas adjecta)"
"tlg1750.tlg004","apostol.discip.","Index apostolorum discipulorumque Domini"
"tlg1763.tlg001","trop.","De tropis (olim sub auctore Gregorio Corintho)"
"tlg1764.tlg001","Anthol.","Anthologiarum libri"
"tlg1765.tlg003","Vit.Aes.Acc.","Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude) (recensio 1)"
"tlg1765.tlg004","Vit.Aes.Aph.","Vita Aesopi (fort. auctore Aphthonio)"
"tlg1765.tlg005","Bibl.myth.Aes.","Βιβλίον μυθικὸν τοῦ Αἰσώπου"
"tlg1766.tlg001","Orat.gr.","Oratio ad Graecos"
"tlg1799.tlg001","Ele.","Elementa_1.Def.1"
"tlg1799.tlg007","Data","Data"
"tlg1799.tlg008","Data.alt.","Data (demonstrationes alterae)"
"tlg1799.tlg009","Optic.","Optica"
"tlg1799.tlg010","Optic.Theon.","Opticorum recensio Theonis"
"tlg1799.tlg011","Catoptr.","Catoptrica (recensio Theonis?)"
"tlg1799.tlg012","Phaen.","Phaenomena"
"tlg1799.tlg013","Phaen.","Phaenomena (recensio b)"
"tlg1799.tlg014","Phaen.","Phaenomena (demonstrationes alterae recensionis b)"
"tlg1799.tlg015","sect.canon.","Sectio canonis [Sp.]"
"tlg1799.tlg016","fr.","Fragmenta"
"tlg1799.tlg017","epigram.","Epigramma"
"tlg1801.tlg001","incert.fr.","Incertorum fragmenta_urn:cts:greekLit:tlg1801.tlg001.1st1K-grc1"
"tlg1802.tlg001","vers.heroic.","Versus heroici"
"tlg1803.tlg001","ep.","Epistulae"
"tlg1805.tlg001","Vit.Herodot.","Vitae Herodotea"
"tlg1805.tlg002","Plutarch.vit.","Plutarchi vita"
"tlg1805.tlg003","Vit.Procl.","Vita Proculea (e Chrestomathia)"
"tlg1805.tlg004","Vit.quart.","Vita quarta"
"tlg1805.tlg005","Vit.quint.","Vita quinta"
"tlg1805.tlg006","Vit.quint.","Vita quinta"
"tlg1805.tlg007","Vit.sept.","Vita septima"
"tlg1805.tlg008","Tzetz.vit.","Tzetzae vita"
"tlg1805.tlg009","Eusth.vit.","Eustathii vita"
"tlg1805.tlg010","Sud.vit.","Sudae vita"
"tlg2000.tlg001","Enn.","Enneades"
"tlg2001.tlg038","Anal.Post.par.","Analyticorum Posteriorum Paraphrasis"
"tlg2001.tlg039","Arist.Physic.par.","In Aristotelis Physica Paraphrasis"
"tlg2001.tlg040","Arist.Anim.par.","In Aristotelis Libros De Anima Paraphrasis"
"tlg2001.tlg041","Parv.Natur.com.","(Sophoniae) In Parva Naturalia Commentarium"
"tlg2001.tlg042","Fert.Arist.Analyt.","Quae Fertur In Aristotelis Analyticorum Priorum Librum I"
"tlg2003.tlg001","Panegyr.Constant.","Panegyric in Honor of the Emperor Constantinus"
"tlg2003.tlg002","Panegyr.Euseb.","Panegyric on the Empress Eusebia"
"tlg2003.tlg003","Heroic.Constant.","The Heroic Deeds of the Emperor Constantius, or on Kingship"
"tlg2003.tlg004","Consol.Sallust.","A Consolation to Himself Upon the Departure of the Excellent Sallust"
"tlg2003.tlg005","ep.Sen.Pop.Athen.","Letter to the Senate and the People of Athens"
"tlg2003.tlg006","ep.Themist.","Letter to Themistius the Philosopher"
"tlg2003.tlg007","Cyn.Heracl.","To the Cynic Heracleios"
"tlg2003.tlg008","Mat.Deor.","Hymn to the Mother of the Gods"
"tlg2003.tlg009","Cynic.","To the Uneducated Cynics"
"tlg2003.tlg010","Caes.","The Caesars"
"tlg2003.tlg011","Hel.Sallust.","Hymn to King Helios Dedicated to Sallust"
"tlg2003.tlg012","Misop.","Misopogon"
"tlg2003.tlg013","ep.","Epistolae"
"tlg2003.tlg017","c.Galil.","Κατὰ Γαλιλαίων"
"tlg2016.tlg001","pas.Perpet.","Passio Perpetuae et Felicitatis"
"tlg2018.tlg001","P.E.","Praeparatio Evangelica"
"tlg2018.tlg002","H.E.","Historia Ecclesiastica"
"tlg2018.tlg003","m.P.","De Martyribus Palaestinae (Recensio Brevior)"
"tlg2018.tlg005","Dem.Ev.","Demonstratio Evangelica"
"tlg2018.tlg007","c.Marcel.","Contra Marcellum"
"tlg2018.tlg008","ep.Flacil.","Epistula ad Flacillum"
"tlg2018.tlg009","eccl.theol.","De Ecclesiastica Theologia"
"tlg2018.tlg010","theoph. fr.","De Theophania (Fragmenta)"
"tlg2018.tlg011","onomast.","Onomasticon"
"tlg2018.tlg020","v.C.","Vita Constantini_1.TOC.1"
"tlg2018.tlg021","or. s.c.","Constantini imperatoris oratio ad coetum sanctorum"
"tlg2018.tlg022","l.C.","De Laudibus Constantini"
"tlg2018.tlg023","ecl.","Generalis elementaria introductio (= Eclogae propheticae)"
"tlg2021.tlg001","anc.","Ancoratus_pr.0.0"
"tlg2021.tlg002","haer.","Panarion (Adversus Haereses)_praef1a.1.1"
"tlg2021.tlg003","anac.","Anacephalaeosis [Sp.]"
"tlg2022.tlg003","Chr.pat.","Christus Patiens [Dub.] (Fort. Auctore Constantino Manasse)"
"tlg2022.tlg007","Orat. 27","Adversus Eunomianos (Orat. 27)"
"tlg2022.tlg008","Orat. 28","De Theologia (Orat. 28)"
"tlg2022.tlg009","Orat. 29","De Filio (Orat. 29)"
"tlg2022.tlg010","Orat. 30","De Filio (Orat. 30)"
"tlg2022.tlg011","Orat. 31","De Spiritu Sancto (Orat. 31)"
"tlg2022.tlg060","carm.","Carmina moralia"
"tlg2023.tlg001","Vit.Pythagoric.","De Vita Pythagorica"
"tlg2023.tlg002","Protrept.","Protrepticus"
"tlg2023.tlg003","com.math.sci.","De communi mathematica scientia"
"tlg2023.tlg004","Nicom.Arith.int.","In Nicomachi Arithmeticam Introductionem"
"tlg2023.tlg006","Myster.","De Mysteriis"
"tlg2027.tlg001","Ars.rhet.","Ars rhetorica"
"tlg2027.tlg002","eschemat.","Περὶ τῶν ἐσχηματισμένων προβλημάτων"
"tlg2029.tlg001","Anon.sum.rat.geo.","Anonymi summaria ratio geographiae in sphaera intelligendae"
"tlg2032.tlg001","Synag.","Synagoge"
"tlg2034.tlg002","vit.Pyth.","Vita Pythagorae"
"tlg2034.tlg003","abstin.","De abstinentia"
"tlg2034.tlg005","Marcel.","Ad Marcellam"
"tlg2034.tlg006","quin.voc.","Isagoge Sive Quinque Voces"
"tlg2034.tlg007","Arist.cat.exp.","In Aristotelis Categorias Expositio Per Interrogationem Et Responsionem"
"tlg2034.tlg014","Qu.Homer.","Quaestionum Homericanum ad Iliadem pertinentium reliquiae"
"tlg2034.tlg015","Zetem.","Zetemata codicis Vaticani"
"tlg2034.tlg027","Hist.philosph.","Historia philosophiae (fragmenta)"
"tlg2035.tlg002","Incarn.verb.","De Incarnatione Verbi"
"tlg2035.tlg003","decret.Nic.syn.","De decretis Nicaenae synodi"
"tlg2035.tlg117","apol. sec.","Oratio quarta contra Arianos [Sp.]"
"tlg2035.tlg130","inc. et c. Ar.","Oratio I contra Arianos"
"tlg2035.tlg131","inc. et c. Ar.","Oratio II contra Arianos"
"tlg2035.tlg132","inc. et c. Ar.","Oratio III contra Arianos"
"tlg2036.tlg001","Arist.Categ.com.","In Aristotelis Categorias Commentarium"
"tlg2038.tlg001","A. Thom. A","Acta Thomae"
"tlg2039.tlg003","fr.","Fragmentum [Sp.] (e cod. Paris. suppl. gr. 387, fol. 181r)"
"tlg2039.tlg004","fr.","Fragmentum [Sp.] (e cod. Paris. 453)"
"tlg2039.tlg005","fr.","Fragmentum [Sp.] (e cod. Paris. gr. 2448)"
"tlg2040.tlg002","leg.gentil.","De legendis gentilium libris"
"tlg2040.tlg004","ep.","Epistulae"
"tlg2041.tlg001","fr.","Fragmenta"
"tlg2042.tlg001","Cels.","Contra Celsum"
"tlg2042.tlg005","Jo.","Commentarii In Evangelium Joannis"
"tlg2042.tlg006","Jo.fr.","Fragmenta In Evangelium Joannis (In Catenis)"
"tlg2042.tlg007","Exh.mart.","Exhortatio ad martyrium"
"tlg2042.tlg008","orat.","De oratione"
"tlg2042.tlg009","Jer.hom.","In Jeremiam (Homiliae 1-11)"
"tlg2042.tlg010","Jer.fr.","Fragmenta In Jeremiam (In Catenis)"
"tlg2042.tlg011","Lam.fr.","Fragmenta In Lamentationes (In Catenis de Prophetis)"
"tlg2042.tlg012","Lam.fr.","Fragmentum In Lamentationes (In Catenis de Octateucho)"
"tlg2042.tlg013","engast.","De Engastrimytho (Homilia In I Reg. [I Sam.] 28.3-25)"
"tlg2042.tlg014","Sam.fr.","Fragmenta in Librum Primum Regnorum (In Catenis de Samuelis et Regnorum)"
"tlg2042.tlg015","Cant.","Fragmentum In Librum Primum Regnorum (In Catenis de Cantico Canticorum)"
"tlg2042.tlg016","Lc.hom.","Homiliae In Lucam"
"tlg2042.tlg017","Lc.fr.","Fragmenta In Lucam (In Catenis)"
"tlg2042.tlg019","Philoc.","Philocalia"
